epoch,train_loss,train_miou,val_loss,val_miou
1,0.30979549136988793,0.6897157420853058,0.35491100379398893,0.6189590461855741
2,0.30881472737476834,0.6856115047531361,0.34982111297902607,0.6453311283609776
3,0.3108171838785889,0.6932635427897996,0.35204594149476004,0.6423443687457199
4,0.30880325433292954,0.6904236165691751,0.3526488062881288,0.6447535035972478
5,0.3067454774881201,0.6983363378514892,0.34815685351689657,0.6596803294217951
6,0.3070679833473315,0.7106743984625288,0.3533372122616995,0.6466995400524782
7,0.30638894128073624,0.6999732964046912,0.3511619278362819,0.6517895242667605
8,0.3045142264108816,0.7116130045212324,0.34921601443063643,0.6495851862130623
9,0.30716953368864375,0.705368285695549,0.34856717160769873,0.6578599835332953
10,0.31015364248374294,0.7088467052289342,0.3509410303263437,0.6437190932580521
11,0.30761724944154273,0.7059304117328377,0.34956594322408946,0.6434462679623388
12,0.3069037814861734,0.704115596152631,0.3502813330718449,0.6329624420623955
13,0.3073678263548995,0.7021191072259204,0.34812616450445993,0.634997825996682
14,0.3041855707984569,0.720126701426412,0.3488112978992008,0.6873751541524571
15,0.30477340491935334,0.7066076122514587,0.3447424633162362,0.6766081818623906
16,0.30726568596059545,0.7120839229192163,0.3407617016917183,0.6723198769628559
17,0.3049966235717284,0.713793960682039,0.3471257950578417,0.6711119084624722
18,0.3048237879172902,0.7197193299057816,0.34251410634744733,0.6806730633073963
19,0.3017808741364092,0.7289536677318008,0.34375019399892714,0.6819410202066145
20,0.30200720564685624,0.7264142271867396,0.3441278935897918,0.6679628270332555
21,0.3036932366525555,0.7304802238978917,0.3478572272119068,0.658938501681111
22,0.30255498308207274,0.7269260056551966,0.3410435003893716,0.6769549094459439
23,0.3021533219521776,0.7340422838492847,0.33762091327281224,0.6696992325083295
24,0.29914491365206636,0.7389084413654866,0.3411817908287048,0.6807405029809809
